Diseases & Risk Factors,Indicator Name,Cancer Type,Year,Country Name,Region,Gender,Area,Numeric,Lower Confidence Limit,Upper Confidence Limit,Comment
Cardiovascular diseases,"Diabetes, adults aged 30+",,2002,India,South-East Asia Region,Males,,18.58529854,15.47855187,21.80955315,
Cardiovascular diseases,"Diabetes, adults aged 30+",,2002,India,South-East Asia Region,Females,,19.18490791,16.05531311,22.64138222,
Cardiovascular diseases,"Diabetes, adults aged 30+",,2003,India,South-East Asia Region,Total,,19.32503319,17.21699905,21.52894211,
Cardiovascular diseases,"Diabetes, adults aged 30+",,2003,India,South-East Asia Region,Males,,19.03911209,16.01610756,22.14216614,
Cardiovascular diseases,"Diabetes, adults aged 30+",,2003,India,South-East Asia Region,Females,,19.52753639,16.47578239,22.8518219,
Cardiovascular diseases,"Diabetes, adults aged 30+",,2004,India,South-East Asia Region,Total,,19.71973419,17.66740608,21.79291725,
Cardiovascular diseases,"Diabetes, adults aged 30+",,2004,India,South-East Asia Region,Males,,19.49066734,16.59108543,22.52166367,
Cardiovascular diseases,"Diabetes, adults aged 30+",,2004,India,South-East Asia Region,Females,,19.86680412,16.88363075,23.08320618,
Cardiovascular diseases,"Diabetes, adults aged 30+",,2005,India,South-East Asia Region,Total,,20.10146713,18.11331749,22.12925911,
Cardiovascular diseases,"Diabetes, adults aged 30+",,2005,India,South-East Asia Region,Males,,19.93024254,17.13482094,22.83307076,
Cardiovascular diseases,"Diabetes, adults aged 30+",,2005,India,South-East Asia Region,Females,,20.19223595,17.34142304,23.27332306,
Cardiovascular diseases,"Diabetes, adults aged 30+",,2006,India,South-East Asia Region,Total,,20.46009064,18.5110054,22.43041611,
Cardiovascular diseases,"Diabetes, adults aged 30+",,2006,India,South-East Asia Region,Males,,20.34541893,17.70914269,23.14341927,
Cardiovascular diseases,"Diabetes, adults aged 30+",,2006,India,South-East Asia Region,Females,,20.49590111,17.73117828,23.48765373,
Cardiovascular diseases,"Diabetes, adults aged 30+",,2007,India,South-East Asia Region,Total,,20.79317474,18.90692139,22.69457817,
Cardiovascular diseases,"Diabetes, adults aged 30+",,2007,India,South-East Asia Region,Males,,20.73412132,18.15727997,23.44604302,
Cardiovascular diseases,"Diabetes, adults aged 30+",,2007,India,South-East Asia Region,Females,,20.7749939,18.10898972,23.62121201,
Cardiovascular diseases,"Diabetes, adults aged 30+",,2008,India,South-East Asia Region,Total,,21.10681152,19.25468254,22.95303536,
Cardiovascular diseases,"Diabetes, adults aged 30+",,2008,India,South-East Asia Region,Males,,21.09679985,18.53255463,23.78269005,
Cardiovascular diseases,"Diabetes, adults aged 30+",,2008,India,South-East Asia Region,Females,,21.0413208,18.4410553,23.70482254,
Cardiovascular diseases,"Diabetes, adults aged 30+",,2009,India,South-East Asia Region,Total,,21.37567139,19.58607101,23.16937065,
Cardiovascular diseases,"Diabetes, adults aged 30+",,2009,India,South-East Asia Region,Males,,21.40594101,18.87969589,24.07339859,
Cardiovascular diseases,"Diabetes, adults aged 30+",,2009,India,South-East Asia Region,Females,,21.27178192,18.76532936,23.86483574,
Cardiovascular diseases,"Diabetes, adults aged 30+",,2010,India,South-East Asia Region,Total,,21.6207161,19.86382484,23.372509,
Cardiovascular diseases,"Diabetes, adults aged 30+",,2010,India,South-East Asia Region,Males,,21.67720795,19.22520256,24.28781128,
Cardiovascular diseases,"Diabetes, adults aged 30+",,2010,India,South-East Asia Region,Females,,21.49245453,19.03946304,23.98200989,
Cardiovascular diseases,"Diabetes, adults aged 30+",,2011,India,South-East Asia Region,Total,,21.85835075,20.11274529,23.60998154,
Cardiovascular diseases,"Diabetes, adults aged 30+",,2011,India,South-East Asia Region,Males,,21.9219799,19.50705147,24.4451561,
Cardiovascular diseases,"Diabetes, adults aged 30+",,2011,India,South-East Asia Region,Females,,21.72471428,19.34206009,24.19766426,
Cardiovascular diseases,"Diabetes, adults aged 30+",,2012,India,South-East Asia Region,Total,,22.10754013,20.45563126,23.8305645,
Cardiovascular diseases,"Diabetes, adults aged 30+",,2012,India,South-East Asia Region,Males,,22.15912437,19.79062462,24.61758041,
Cardiovascular diseases,"Diabetes, adults aged 30+",,2012,India,South-East Asia Region,Females,,21.98765755,19.65800285,24.42526627,
Cardiovascular diseases,"Diabetes, adults aged 30+",,2013,India,South-East Asia Region,Total,,22.39904022,20.75592041,24.13218117,
Cardiovascular diseases,"Diabetes, adults aged 30+",,2013,India,South-East Asia Region,Males,,22.41612434,20.11349487,24.89679527,
Cardiovascular diseases,"Diabetes, adults aged 30+",,2013,India,South-East Asia Region,Females,,22.31543922,20.04243279,24.76634598,
Cardiovascular diseases,"Diabetes, adults aged 30+",,2014,India,South-East Asia Region,Total,,22.74663734,21.06515503,24.46688271,
Cardiovascular diseases,"Diabetes, adults aged 30+",,2014,India,South-East Asia Region,Males,,22.70510483,20.37646866,25.20985603,
Cardiovascular diseases,"Diabetes, adults aged 30+",,2014,India,South-East Asia Region,Females,,22.72364998,20.40964127,25.25959969,
Cardiovascular diseases,"Diabetes, adults aged 30+",,2015,India,South-East Asia Region,Total,,23.19929504,21.46005631,25.02218819,
Cardiovascular diseases,"Diabetes, adults aged 30+",,2015,India,South-East Asia Region,Males,,23.07120514,20.65641594,25.66670418,
Cardiovascular diseases,"Diabetes, adults aged 30+",,2015,India,South-East Asia Region,Females,,23.26511955,20.83898163,25.85049629,
Cardiovascular diseases,"Diabetes, adults aged 30+",,2016,India,South-East Asia Region,Total,,23.74220276,21.89019013,25.69222069,
Cardiovascular diseases,"Diabetes, adults aged 30+",,2016,India,South-East Asia Region,Males,,23.50635719,20.94326973,26.29781342,
Cardiovascular diseases,"Diabetes, adults aged 30+",,2016,India,South-East Asia Region,Females,,23.91832924,21.29987526,26.64644432,
Cardiovascular diseases,"Diabetes, adults aged 30+",,2017,India,South-East Asia Region,Total,,24.34573174,22.2978096,26.44800186,
Cardiovascular diseases,"Diabetes, adults aged 30+",,2017,India,South-East Asia Region,Males,,23.98732376,21.13286018,26.99817658,
Cardiovascular diseases,"Diabetes, adults aged 30+",,2017,India,South-East Asia Region,Females,,24.64739609,21.7473793,27.62998009,
Cardiovascular diseases,"Diabetes, adults aged 30+",,2018,India,South-East Asia Region,Total,,25.00256348,22.67918205,27.37180901,
Cardiovascular diseases,"Diabetes, adults aged 30+",,2018,India,South-East Asia Region,Males,,24.50503731,21.19111824,27.97443771,
Cardiovascular diseases,"Diabetes, adults aged 30+",,2018,India,South-East Asia Region,Females,,25.44701386,22.12845612,28.89868546,
Cardiovascular diseases,"Diabetes, adults aged 30+",,2019,India,South-East Asia Region,Total,,25.69311905,22.92845345,28.44968224,
Cardiovascular diseases,"Diabetes, adults aged 30+",,2019,India,South-East Asia Region,Males,,25.04422951,21.22773743,29.14027023,
Cardiovascular diseases,"Diabetes, adults aged 30+",,2019,India,South-East Asia Region,Females,,26.29345322,22.30960465,30.36301804,
Cardiovascular diseases,"Diabetes, adults aged 30+",,2020,India,South-East Asia Region,Total,,26.41249657,23.18640137,29.70822144,
Cardiovascular diseases,"Diabetes, adults aged 30+",,2020,India,South-East Asia Region,Males,,25.60474014,21.2371521,30.43172646,
Cardiovascular diseases,"Diabetes, adults aged 30+",,2020,India,South-East Asia Region,Females,,27.17553902,22.47476959,31.99256134,
Cardiovascular diseases,"Diabetes, adults aged 30+",,2021,India,South-East Asia Region,Total,,27.15606308,23.38265991,31.0482235,
Cardiovascular diseases,"Diabetes, adults aged 30+",,2021,India,South-East Asia Region,Males,,26.18296814,21.03283691,31.90648842,
Cardiovascular diseases,"Diabetes, adults aged 30+",,2021,India,South-East Asia Region,Females,,28.08757973,22.55233765,33.83255386,
Cardiovascular diseases,"Diabetes, adults aged 30+",,2022,India,South-East Asia Region,Total,,27.91187096,23.45529938,32.50878906,
Cardiovascular diseases,"Diabetes, adults aged 30+",,2022,India,South-East Asia Region,Males,,26.77069283,20.69265366,33.54504013,
Cardiovascular diseases,"Diabetes, adults aged 30+",,2022,India,South-East Asia Region,Females,,29.01665878,22.44467354,35.99964142,
Cardiovascular diseases,"Diabetes treatment, adults aged 30+ with diabetes",,2000,India,South-East Asia Region,Total,,23.82466126,18.64365196,29.46208382,
Cardiovascular diseases,"Diabetes treatment, adults aged 30+ with diabetes",,2000,India,South-East Asia Region,Males,,25.14806175,18.02348328,33.61321259,
Cardiovascular diseases,"Diabetes treatment, adults aged 30+ with diabetes",,2000,India,South-East Asia Region,Females,,22.51304817,15.75299358,30.39064407,
Cardiovascular diseases,"Diabetes treatment, adults aged 30+ with diabetes",,2001,India,South-East Asia Region,Total,,23.92003441,18.98805618,29.1891098,
Cardiovascular diseases,"Diabetes treatment, adults aged 30+ with diabetes",,2001,India,South-East Asia Region,Males,,25.19026375,18.45866203,32.93859482,
Cardiovascular diseases,"Diabetes treatment, adults aged 30+ with diabetes",,2001,India,South-East Asia Region,Females,,22.64947128,16.16058922,30.14073753,
Cardiovascular diseases,"Diabetes treatment, adults aged 30+ with diabetes",,2002,India,South-East Asia Region,Total,,24.03451729,19.36283493,28.90957642,
Cardiovascular diseases,"Diabetes treatment, adults aged 30+ with diabetes",,2002,India,South-East Asia Region,Males,,25.25723648,18.95252228,32.43735886,
Cardiovascular diseases,"Diabetes treatment, adults aged 30+ with diabetes",,2002,India,South-East Asia Region,Females,,22.7998085,16.58831978,29.86174011,
Cardiovascular diseases,"Diabetes treatment, adults aged 30+ with diabetes",,2003,India,South-East Asia Region,Total,,24.16602898,19.75356293,28.79265595,
Cardiovascular diseases,"Diabetes treatment, adults aged 30+ with diabetes",,2003,India,South-East Asia Region,Males,,25.35075569,19.26350021,32.00300217,
Cardiovascular diseases,"Diabetes treatment, adults aged 30+ with diabetes",,2003,India,South-East Asia Region,Females,,22.95878601,17.10068321,29.56994247,
Cardiovascular diseases,"Diabetes treatment, adults aged 30+ with diabetes",,2004,India,South-East Asia Region,Total,,24.31694031,20.11028481,28.68911552,
Cardiovascular diseases,"Diabetes treatment, adults aged 30+ with diabetes",,2004,India,South-East Asia Region,Males,,25.47194099,19.72070885,31.74624443,
Cardiovascular diseases,"Diabetes treatment, adults aged 30+ with diabetes",,2004,India,South-East Asia Region,Females,,23.12973976,17.58564377,29.38043404,
Cardiovascular diseases,"Diabetes treatment, adults aged 30+ with diabetes",,2005,India,South-East Asia Region,Total,,24.48842621,20.51638222,28.59080696,
Cardiovascular diseases,"Diabetes treatment, adults aged 30+ with diabetes",,2005,India,South-East Asia Region,Males,,25.62130737,20.20638657,31.46617508,
Cardiovascular diseases,"Diabetes treatment, adults aged 30+ with diabetes",,2005,India,South-East Asia Region,Females,,23.31459618,17.97924995,29.24137116,
Cardiovascular diseases,"Diabetes treatment, adults aged 30+ with diabetes",,2006,India,South-East Asia Region,Total,,24.68481064,20.94573593,28.5213356,
Cardiovascular diseases,"Diabetes treatment, adults aged 30+ with diabetes",,2006,India,South-East Asia Region,Males,,25.80297852,20.73578262,31.20329094,
Cardiovascular diseases,"Diabetes treatment, adults aged 30+ with diabetes",,2006,India,South-East Asia Region,Females,,23.51809502,18.41688919,29.086483,
Cardiovascular diseases,"Diabetes treatment, adults aged 30+ with diabetes",,2007,India,South-East Asia Region,Total,,24.91135597,21.3868866,28.54845238,
Cardiovascular diseases,"Diabetes treatment, adults aged 30+ with diabetes",,2007,India,South-East Asia Region,Males,,26.02578163,21.15824699,30.98827553,
Cardiovascular diseases,"Diabetes treatment, adults aged 30+ with diabetes",,2007,India,South-East Asia Region,Females,,23.74172211,18.9102478,29.00234413,
Cardiovascular diseases,"Diabetes treatment, adults aged 30+ with diabetes",,2008,India,South-East Asia Region,Total,,25.17802048,21.84107018,28.59547997,
Cardiovascular diseases,"Diabetes treatment, adults aged 30+ with diabetes",,2008,India,South-East Asia Region,Males,,26.30130005,21.66900253,30.95961571,
Cardiovascular diseases,"Diabetes treatment, adults aged 30+ with diabetes",,2008,India,South-East Asia Region,Females,,23.99409103,19.43094254,28.9737072,
Cardiovascular diseases,"Diabetes treatment, adults aged 30+ with diabetes",,2009,India,South-East Asia Region,Total,,25.47784996,22.31004524,28.73297119,
Cardiovascular diseases,"Diabetes treatment, adults aged 30+ with diabetes",,2009,India,South-East Asia Region,Males,,26.61931229,22.28212166,31.17659378,
Cardiovascular diseases,"Diabetes treatment, adults aged 30+ with diabetes",,2009,India,South-East Asia Region,Females,,24.27128792,19.94395638,28.93228912,
Cardiovascular diseases,"Diabetes treatment, adults aged 30+ with diabetes",,2010,India,South-East Asia Region,Total,,25.79949188,22.76890183,28.93970299,
Cardiovascular diseases,"Diabetes treatment, adults aged 30+ with diabetes",,2010,India,South-East Asia Region,Males,,26.9618454,22.82253265,31.31203079,
Cardiovascular diseases,"Diabetes treatment, adults aged 30+ with diabetes",,2010,India,South-East Asia Region,Females,,24.56888771,20.36919975,28.96921539,
Cardiovascular diseases,"Diabetes treatment, adults aged 30+ with diabetes",,2011,India,South-East Asia Region,Total,,26.13431549,23.21650124,29.11356735,
Cardiovascular diseases,"Diabetes treatment, adults aged 30+ with diabetes",,2011,India,South-East Asia Region,Males,,27.31672859,23.33280563,31.52159691,
Cardiovascular diseases,"Diabetes treatment, adults aged 30+ with diabetes",,2011,India,South-East Asia Region,Females,,24.88230705,20.84007072,29.15221214,
Cardiovascular diseases,"Diabetes treatment, adults aged 30+ with diabetes",,2012,India,South-East Asia Region,Total,,26.4721489,23.64536285,29.35589027,
Cardiovascular diseases,"Diabetes treatment, adults aged 30+ with diabetes",,2012,India,South-East Asia Region,Males,,27.67005348,23.73146629,31.80981255,
Cardiovascular diseases,"Diabetes treatment, adults aged 30+ with diabetes",,2012,India,South-East Asia Region,Females,,25.2050724,21.3022995,29.33226585,
Cardiovascular diseases,"Diabetes treatment, adults aged 30+ with diabetes",,2013,India,South-East Asia Region,Total,,26.80038834,24.02370453,29.6232338,
Cardiovascular diseases,"Diabetes treatment, adults aged 30+ with diabetes",,2013,India,South-East Asia Region,Males,,28.00576401,24.17691422,32.13101578,
Cardiovascular diseases,"Diabetes treatment, adults aged 30+ with diabetes",,2013,India,South-East Asia Region,Females,,25.52828217,21.67422295,29.60918808,
Cardiovascular diseases,"Diabetes treatment, adults aged 30+ with diabetes",,2014,India,South-East Asia Region,Total,,27.10868454,24.36065292,29.87452126,
Cardiovascular diseases,"Diabetes treatment, adults aged 30+ with diabetes",,2014,India,South-East Asia Region,Males,,28.31313324,24.48639107,32.48323822,
Cardiovascular diseases,"Diabetes treatment, adults aged 30+ with diabetes",,2014,India,South-East Asia Region,Females,,25.8418026,21.94948959,29.99669075,
Cardiovascular diseases,"Diabetes treatment, adults aged 30+ with diabetes",,2015,India,South-East Asia Region,Total,,27.3814106,24.58329201,30.21265221,
Cardiovascular diseases,"Diabetes treatment, adults aged 30+ with diabetes",,2015,India,South-East Asia Region,Males,,28.57263184,24.69446182,32.77070999,
Cardiovascular diseases,"Diabetes treatment, adults aged 30+ with diabetes",,2015,India,South-East Asia Region,Females,,26.13378525,22.05891037,30.42164421,
Cardiovascular diseases,"Diabetes treatment, adults aged 30+ with diabetes",,2016,India,South-East Asia Region,Total,,27.61762238,24.6474781,30.63847733,
Cardiovascular diseases,"Diabetes treatment, adults aged 30+ with diabetes",,2016,India,South-East Asia Region,Males,,28.77405357,24.75813103,33.05246353,
Cardiovascular diseases,"Diabetes treatment, adults aged 30+ with diabetes",,2016,India,South-East Asia Region,Females,,26.41117477,22.1184063,31.02004623,
Cardiovascular diseases,"Diabetes treatment, adults aged 30+ with diabetes",,2017,India,South-East Asia Region,Total,,27.82412148,24.61828804,31.17697525,
Cardiovascular diseases,"Diabetes treatment, adults aged 30+ with diabetes",,2017,India,South-East Asia Region,Males,,28.92890358,24.57315636,33.54332733,
Cardiovascular diseases,"Diabetes treatment, adults aged 30+ with diabetes",,2017,India,South-East Asia Region,Females,,26.67500114,22.03116036,31.66309547,
Cardiovascular diseases,"Diabetes treatment, adults aged 30+ with diabetes",,2018,India,South-East Asia Region,Total,,27.99772263,24.41291046,31.71450806,
Cardiovascular diseases,"Diabetes treatment, adults aged 30+ with diabetes",,2018,India,South-East Asia Region,Males,,29.03479576,24.2264576,34.16570282,
Cardiovascular diseases,"Diabetes treatment, adults aged 30+ with diabetes",,2018,India,South-East Asia Region,Females,,26.92089081,21.82671547,32.40610886,
Cardiovascular diseases,"Diabetes treatment, adults aged 30+ with diabetes",,2019,India,South-East Asia Region,Total,,28.14642525,24.11812019,32.40356064,
Cardiovascular diseases,"Diabetes treatment, adults aged 30+ with diabetes",,2019,India,South-East Asia Region,Males,,29.10339165,23.70681381,34.93769074,
Cardiovascular diseases,"Diabetes treatment, adults aged 30+ with diabetes",,2019,India,South-East Asia Region,Females,,27.15255356,21.36734963,33.25175476,
Cardiovascular diseases,"Diabetes treatment, adults aged 30+ with diabetes",,2020,India,South-East Asia Region,Total,,28.28003693,23.66828537,33.0981102,
Cardiovascular diseases,"Diabetes treatment, adults aged 30+ with diabetes",,2020,India,South-East Asia Region,Males,,29.15083122,22.96286202,35.80240631,
Cardiovascular diseases,"Diabetes treatment, adults aged 30+ with diabetes",,2020,India,South-East Asia Region,Females,,27.37253952,20.84147644,34.33803558,
Cardiovascular diseases,"Diabetes treatment, adults aged 30+ with diabetes",,2021,India,South-East Asia Region,Total,,28.4142437,23.27450752,33.81295013,
Cardiovascular diseases,"Diabetes treatment, adults aged 30+ with diabetes",,2021,India,South-East Asia Region,Males,,29.19982719,22.08732605,36.7905159,
Cardiovascular diseases,"Diabetes treatment, adults aged 30+ with diabetes",,2021,India,South-East Asia Region,Females,,27.58976746,20.36968231,35.45391083,
Cardiovascular diseases,"Diabetes treatment, adults aged 30+ with diabetes",,2022,India,South-East Asia Region,Total,,28.55474091,22.75281715,34.77432251,
Cardiovascular diseases,"Diabetes treatment, adults aged 30+ with diabetes",,2022,India,South-East Asia Region,Males,,29.25674629,21.14701653,37.9636116,
Cardiovascular diseases,"Diabetes treatment, adults aged 30+ with diabetes",,2022,India,South-East Asia Region,Females,,27.81049538,19.65765381,36.8605957,
Cardiovascular diseases,Exceedance of WHO PM₂.₅ guidelines (by a multiple of),,2019,India,South-East Asia Region,,Total,9.101836114,no data,no data,
Cardiovascular diseases,"Overweight, adults aged 18+",,2000,India,South-East Asia Region,Total,,11.041948,10.476886,11.630134,
Cardiovascular diseases,"Overweight, adults aged 18+",,2000,India,South-East Asia Region,Males,,9.2535526,8.47487,10.066419,
Cardiovascular diseases,"Overweight, adults aged 18+",,2000,India,South-East Asia Region,Females,,12.903985,12.049738,13.786377,
Cardiovascular diseases,"Overweight, adults aged 18+",,2001,India,South-East Asia Region,Total,,11.665225,11.089823,12.25854,
Cardiovascular diseases,"Overweight, adults aged 18+",,2001,India,South-East Asia Region,Males,,9.7792812,8.9934453,10.590401,
Cardiovascular diseases,"Overweight, adults aged 18+",,2001,India,South-East Asia Region,Females,,13.628493,12.761718,14.51689,
Cardiovascular diseases,"Overweight, adults aged 18+",,2002,India,South-East Asia Region,Total,,12.313194,11.727288,12.915188,
Cardiovascular diseases,"Overweight, adults aged 18+",,2002,India,South-East Asia Region,Males,,10.333876,9.5248386,11.155696,
Cardiovascular diseases,"Overweight, adults aged 18+",,2002,India,South-East Asia Region,Females,,14.372942,13.499849,15.267371,
Cardiovascular diseases,"Overweight, adults aged 18+",,2003,India,South-East Asia Region,Total,,12.985107,12.39203,13.590348,
Cardiovascular diseases,"Overweight, adults aged 18+",,2003,India,South-East Asia Region,Males,,10.918959,10.118273,11.73922,
Cardiovascular diseases,"Overweight, adults aged 18+",,2003,India,South-East Asia Region,Females,,15.134123,14.238299,16.036594,
Cardiovascular diseases,"Overweight, adults aged 18+",,2004,India,South-East Asia Region,Total,,13.677077,13.076687,14.278916,
Cardiovascular diseases,"Overweight, adults aged 18+",,2004,India,South-East Asia Region,Males,,11.532201,10.73545,12.34806,
Cardiovascular diseases,"Overweight, adults aged 18+",,2004,India,South-East Asia Region,Females,,15.906776,15.007013,16.806412,
Cardiovascular diseases,"Overweight, adults aged 18+",,2005,India,South-East Asia Region,Total,,14.384985,13.780932,14.995527,
Cardiovascular diseases,"Overweight, adults aged 18+",,2005,India,South-East Asia Region,Males,,12.171204,11.365914,13.002199,
Cardiovascular diseases,"Overweight, adults aged 18+",,2005,India,South-East Asia Region,Females,,16.684887,15.784609,17.592068,
Cardiovascular diseases,"Overweight, adults aged 18+",,2006,India,South-East Asia Region,Total,,15.112036,14.508787,15.727933,
Cardiovascular diseases,"Overweight, adults aged 18+",,2006,India,South-East Asia Region,Males,,12.837675,12.021112,13.681406,
Cardiovascular diseases,"Overweight, adults aged 18+",,2006,India,South-East Asia Region,Females,,17.473009,16.568267,18.377911,
Cardiovascular diseases,"Overweight, adults aged 18+",,2007,India,South-East Asia Region,Total,,15.862207,15.255891,16.490418,
Cardiovascular diseases,"Overweight, adults aged 18+",,2007,India,South-East Asia Region,Males,,13.538064,12.723316,14.38168,
Cardiovascular diseases,"Overweight, adults aged 18+",,2007,India,South-East Asia Region,Females,,18.27253,17.369714,19.182575,
Cardiovascular diseases,"Overweight, adults aged 18+",,2008,India,South-East Asia Region,Total,,16.634578,16.021761,17.26853,
Cardiovascular diseases,"Overweight, adults aged 18+",,2008,India,South-East Asia Region,Males,,14.269771,13.463512,15.133189,
Cardiovascular diseases,"Overweight, adults aged 18+",,2008,India,South-East Asia Region,Females,,19.084339,18.180597,19.997099,
Cardiovascular diseases,"Overweight, adults aged 18+",,2009,India,South-East Asia Region,Total,,17.424053,16.818634,18.061061,
Cardiovascular diseases,"Overweight, adults aged 18+",,2009,India,South-East Asia Region,Males,,15.029447,14.226696,15.869854,
Cardiovascular diseases,"Overweight, adults aged 18+",,2009,India,South-East Asia Region,Females,,19.901823,18.979622,20.827332,
Cardiovascular diseases,"Overweight, adults aged 18+",,2010,India,South-East Asia Region,Total,,18.225203,17.615746,18.859561,
Cardiovascular diseases,"Overweight, adults aged 18+",,2010,India,South-East Asia Region,Males,,15.812291,14.989732,16.673623,
Cardiovascular diseases,"Overweight, adults aged 18+",,2010,India,South-East Asia Region,Females,,20.718996,19.816701,21.642706,
Cardiovascular diseases,"Overweight, adults aged 18+",,2011,India,South-East Asia Region,Total,,19.040678,18.428971,19.671467,
Cardiovascular diseases,"Overweight, adults aged 18+",,2011,India,South-East Asia Region,Males,,16.619766,15.783848,17.496307,
Cardiovascular diseases,"Overweight, adults aged 18+",,2011,India,South-East Asia Region,Females,,21.5398,20.641513,22.446871,
Cardiovascular diseases,"Overweight, adults aged 18+",,2012,India,South-East Asia Region,Total,,19.877964,19.250612,20.506771,
Cardiovascular diseases,"Overweight, adults aged 18+",,2012,India,South-East Asia Region,Males,,17.457078,16.583873,18.357058,
Cardiovascular diseases,"Overweight, adults aged 18+",,2012,India,South-East Asia Region,Females,,22.374336,21.471444,23.273869,
Cardiovascular diseases,"Overweight, adults aged 18+",,2013,India,South-East Asia Region,Total,,20.744647,20.112884,21.386471,
Cardiovascular diseases,"Overweight, adults aged 18+",,2013,India,South-East Asia Region,Males,,18.330535,17.452748,19.226594,
Cardiovascular diseases,"Overweight, adults aged 18+",,2013,India,South-East Asia Region,Females,,23.23176,22.331715,24.143192,
Cardiovascular diseases,"Overweight, adults aged 18+",,2014,India,South-East Asia Region,Total,,21.637702,20.988768,22.295564,
Cardiovascular diseases,"Overweight, adults aged 18+",,2014,India,South-East Asia Region,Males,,19.234411,18.340315,20.132829,
Cardiovascular diseases,"Overweight, adults aged 18+",,2014,India,South-East Asia Region,Females,,24.112152,23.200469,25.072634,
Cardiovascular diseases,"Overweight, adults aged 18+",,2015,India,South-East Asia Region,Total,,22.568198,21.894135,23.259409,
Cardiovascular diseases,"Overweight, adults aged 18+",,2015,India,South-East Asia Region,Males,,20.181446,19.240133,21.144314,
Cardiovascular diseases,"Overweight, adults aged 18+",,2015,India,South-East Asia Region,Females,,25.024757,24.065433,26.025301,
Cardiovascular diseases,"Overweight, adults aged 18+",,2016,India,South-East Asia Region,Total,,23.526779,22.794557,24.2708,
Cardiovascular diseases,"Overweight, adults aged 18+",,2016,India,South-East Asia Region,Males,,21.165241,20.173392,22.183546,
Cardiovascular diseases,"Overweight, adults aged 18+",,2016,India,South-East Asia Region,Females,,25.956851,24.939395,27.024743,
Cardiovascular diseases,"Overweight, adults aged 18+",,2017,India,South-East Asia Region,Total,,24.502701,23.71283,25.320041,
Cardiovascular diseases,"Overweight, adults aged 18+",,2017,India,South-East Asia Region,Males,,22.176206,21.104155,23.286055,
Cardiovascular diseases,"Overweight, adults aged 18+",,2017,India,South-East Asia Region,Females,,26.896173,25.789189,28.046447,
Cardiovascular diseases,"Overweight, adults aged 18+",,2018,India,South-East Asia Region,Total,,25.485373,24.580991,26.390892,
Cardiovascular diseases,"Overweight, adults aged 18+",,2018,India,South-East Asia Region,Males,,23.20222,21.989842,24.453497,
Cardiovascular diseases,"Overweight, adults aged 18+",,2018,India,South-East Asia Region,Females,,27.833366,26.582888,29.113039,
Cardiovascular diseases,"Overweight, adults aged 18+",,2019,India,South-East Asia Region,Total,,26.471683,25.439161,27.496892,
Cardiovascular diseases,"Overweight, adults aged 18+",,2019,India,South-East Asia Region,Males,,24.239844,22.827981,25.696623,
Cardiovascular diseases,"Overweight, adults aged 18+",,2019,India,South-East Asia Region,Females,,28.765619,27.323386,30.261141,
Cardiovascular diseases,"Overweight, adults aged 18+",,2020,India,South-East Asia Region,Total,,27.464581,26.278612,28.656533,
Cardiovascular diseases,"Overweight, adults aged 18+",,2020,India,South-East Asia Region,Males,,25.289461,23.604244,26.999915,
Cardiovascular diseases,"Overweight, adults aged 18+",,2020,India,South-East Asia Region,Females,,29.697692,28.042847,31.414315,
Cardiovascular diseases,"Overweight, adults aged 18+",,2021,India,South-East Asia Region,Total,,28.467354,27.072707,29.88351,
Cardiovascular diseases,"Overweight, adults aged 18+",,2021,India,South-East Asia Region,Males,,26.352087,24.383177,28.358555,
Cardiovascular diseases,"Overweight, adults aged 18+",,2021,India,South-East Asia Region,Females,,30.634391,28.714573,32.642645,
Cardiovascular diseases,"Overweight, adults aged 18+",,2022,India,South-East Asia Region,Total,,29.476726,27.866012,31.144306,
Cardiovascular diseases,"Overweight, adults aged 18+",,2022,India,South-East Asia Region,Males,,27.422789,25.127023,29.804146,
Cardiovascular diseases,"Overweight, adults aged 18+",,2022,India,South-East Asia Region,Females,,31.575558,29.323775,33.915085,
Cardiovascular diseases,"Obesity, adults aged 18+",,2000,India,South-East Asia Region,Total,,1.8027535,1.6457735,1.9747056,
Cardiovascular diseases,"Obesity, adults aged 18+",,2000,India,South-East Asia Region,Males,,1.0927132,0.93632918,1.2673828,
Cardiovascular diseases,"Obesity, adults aged 18+",,2000,India,South-East Asia Region,Females,,2.5435235,2.2714799,2.8486019,
Cardiovascular diseases,"Obesity, adults aged 18+",,2001,India,South-East Asia Region,Total,,1.9512171,1.7869985,2.1268938,
Cardiovascular diseases,"Obesity, adults aged 18+",,2001,India,South-East Asia Region,Males,,1.1947633,1.0313204,1.37455,
Cardiovascular diseases,"Obesity, adults aged 18+",,2001,India,South-East Asia Region,Females,,2.7402796,2.4564102,3.0516861,
Cardiovascular diseases,"Obesity, adults aged 18+",,2002,India,South-East Asia Region,Total,,2.108432,1.9389903,2.2889271,
Cardiovascular diseases,"Obesity, adults aged 18+",,2002,India,South-East Asia Region,Males,,1.3052087,1.131974,1.4896252,
Cardiovascular diseases,"Obesity, adults aged 18+",,2002,India,South-East Asia Region,Females,,2.9460059,2.6520282,3.2720596,
Cardiovascular diseases,"Obesity, adults aged 18+",,2003,India,South-East Asia Region,Total,,2.2740884,2.0982865,2.4573764,
Cardiovascular diseases,"Obesity, adults aged 18+",,2003,India,South-East Asia Region,Males,,1.4238854,1.2443613,1.6162151,
